Time	Total iterations	Partial iterations	k	lambda
31	5000	100	25.0	0.01
16	5000	100	25.0	0.1
16	5000	100	25.0	1.0
20	5000	100	125.0	0.001
16	5000	100	125.0	0.01
31	5000	100	125.0	0.1
0	5000	100	125.0	1.0
16	5000	200	1.0	0.001
33	5000	200	1.0	0.01
18	5000	200	1.0	0.1
0	5000	200	1.0	1.0
32	5000	200	5.0	0.001
15	5000	200	5.0	0.01
16	5000	200	5.0	0.1
15	5000	200	5.0	1.0
22	5000	200	25.0	0.001
15	5000	200	25.0	0.01
32	5000	200	25.0	0.1
0	5000	200	25.0	1.0
15	5000	200	125.0	0.001
31	5000	200	125.0	0.01
21	5000	200	125.0	0.1
0	5000	200	125.0	1.0
31	5000	300	1.0	0.001
15	5000	300	1.0	0.01
16	5000	300	1.0	0.1
16	5000	300	1.0	1.0
15	5000	300	5.0	0.001
22	5000	300	5.0	0.01
32	5000	300	5.0	0.1
0	5000	300	5.0	1.0
15	5000	300	25.0	0.001
32	5000	300	25.0	0.01
20	5000	300	25.0	0.1
0	5000	300	25.0	1.0
15	5000	300	125.0	0.001
32	5000	300	125.0	0.01
15	5000	300	125.0	0.1
16	5000	300	125.0	1.0
24	5000	400	1.0	0.001
23	5000	400	1.0	0.01
13	5000	400	1.0	0.1
0	5000	400	1.0	1.0
31	5000	400	5.0	0.001
16	5000	400	5.0	0.01
20	5000	400	5.0	0.1
15	5000	400	5.0	1.0
16	5000	400	25.0	0.001
16	5000	400	25.0	0.01
31	5000	400	25.0	0.1
0	5000	400	25.0	1.0
32	5000	400	125.0	0.001
23	5000	400	125.0	0.01
21	5000	400	125.0	0.1
0	5000	400	125.0	1.0
15	5000	500	1.0	0.001
35	5000	500	1.0	0.01
20	5000	500	1.0	0.1
0	5000	500	1.0	1.0
15	5000	500	5.0	0.001
31	5000	500	5.0	0.01
16	5000	500	5.0	0.1
16	5000	500	5.0	1.0
19	5000	500	25.0	0.001
15	5000	500	25.0	0.01
32	5000	500	25.0	0.1
0	5000	500	25.0	1.0
15	5000	500	125.0	0.001
34	5000	500	125.0	0.01
18	5000	500	125.0	0.1
0	5000	500	125.0	1.0
15	5000	600	1.0	0.001
32	5000	600	1.0	0.01
15	5000	600	1.0	0.1
16	5000	600	1.0	1.0
20	5000	600	5.0	0.001
16	5000	600	5.0	0.01
31	5000	600	5.0	0.1
0	5000	600	5.0	1.0
31	5000	600	25.0	0.001
16	5000	600	25.0	0.01
20	5000	600	25.0	0.1
15	5000	600	25.0	1.0
16	5000	600	125.0	0.001
16	5000	600	125.0	0.01
31	5000	600	125.0	0.1
0	5000	600	125.0	1.0
32	5000	700	1.0	0.001
19	5000	700	1.0	0.01
16	5000	700	1.0	0.1
16	5000	700	1.0	1.0
15	5000	700	5.0	0.001
16	5000	700	5.0	0.01
36	5000	700	5.0	0.1
0	5000	700	5.0	1.0
31	5000	700	25.0	0.001
23	5000	700	25.0	0.01
19	5000	700	25.0	0.1
0	5000	700	25.0	1.0
32	5000	700	125.0	0.001
20	5000	700	125.0	0.01
15	5000	700	125.0	0.1
16	5000	700	125.0	1.0
15	5000	800	1.0	0.001
32	5000	800	1.0	0.01
20	5000	800	1.0	0.1
0	5000	800	1.0	1.0
15	5000	800	5.0	0.001
32	5000	800	5.0	0.01
15	5000	800	5.0	0.1
0	5000	800	5.0	1.0
32	5000	800	25.0	0.001
20	5000	800	25.0	0.01
15	5000	800	25.0	0.1
16	5000	800	25.0	1.0
15	5000	800	125.0	0.001
16	5000	800	125.0	0.01
31	5000	800	125.0	0.1
0	5000	800	125.0	1.0
20	5000	900	1.0	0.001
32	5000	900	1.0	0.01
15	5000	900	1.0	0.1
0	5000	900	1.0	1.0
32	5000	900	5.0	0.001
15	5000	900	5.0	0.01
20	5000	900	5.0	0.1
16	5000	900	5.0	1.0
16	5000	900	25.0	0.001
15	5000	900	25.0	0.01
31	5000	900	25.0	0.1
0	5000	900	25.0	1.0
32	5000	900	125.0	0.001
20	5000	900	125.0	0.01
16	5000	900	125.0	0.1
0	5000	900	125.0	1.0
31	5000	1000	1.0	0.001
16	5000	1000	1.0	0.01
34	5000	1000	1.0	0.1
1	5000	1000	1.0	1.0
16	5000	1000	5.0	0.001
31	5000	1000	5.0	0.01
16	5000	1000	5.0	0.1
0	5000	1000	5.0	1.0
31	5000	1000	25.0	0.001
20	5000	1000	25.0	0.01
16	5000	1000	25.0	0.1
15	5000	1000	25.0	1.0
16	5000	1000	125.0	0.001
16	5000	1000	125.0	0.01
31	5000	1000	125.0	0.1
0	5000	1000	125.0	1.0
37	6000	100	1.0	0.001
21	6000	100	1.0	0.01
31	6000	100	1.0	0.1
0	6000	100	1.0	1.0
33	6000	100	5.0	0.001
19	6000	100	5.0	0.01
31	6000	100	5.0	0.1
0	6000	100	5.0	1.0
31	6000	100	25.0	0.001
16	6000	100	25.0	0.01
35	6000	100	25.0	0.1
0	6000	100	25.0	1.0
32	6000	100	125.0	0.001
31	6000	100	125.0	0.01
15	6000	100	125.0	0.1
0	6000	100	125.0	1.0
35	6000	200	1.0	0.001
32	6000	200	1.0	0.01
15	6000	200	1.0	0.1
16	6000	200	1.0	1.0
16	6000	200	5.0	0.001
36	6000	200	5.0	0.01
16	6000	200	5.0	0.1
16	6000	200	5.0	1.0
15	6000	200	25.0	0.001
31	6000	200	25.0	0.01
36	6000	200	25.0	0.1
0	6000	200	25.0	1.0
16	6000	200	125.0	0.001
31	6000	200	125.0	0.01
31	6000	200	125.0	0.1
0	6000	200	125.0	1.0
36	6000	300	1.0	0.001
16	6000	300	1.0	0.01
31	6000	300	1.0	0.1
0	6000	300	1.0	1.0
31	6000	300	5.0	0.001
37	6000	300	5.0	0.01
15	6000	300	5.0	0.1
16	6000	300	5.0	1.0
16	6000	300	25.0	0.001
31	6000	300	25.0	0.01
20	6000	300	25.0	0.1
16	6000	300	25.0	1.0
15	6000	300	125.0	0.001
31	6000	300	125.0	0.01
37	6000	300	125.0	0.1
5	6000	300	125.0	1.0
26	6000	400	1.0	0.001
22	6000	400	1.0	0.01
31	6000	400	1.0	0.1
0	6000	400	1.0	1.0
20	6000	400	5.0	0.001
31	6000	400	5.0	0.01
29	6000	400	5.0	0.1
0	6000	400	5.0	1.0
35	6000	400	25.0	0.001
28	6000	400	25.0	0.01
14	6000	400	25.0	0.1
15	6000	400	25.0	1.0
16	6000	400	125.0	0.001
36	6000	400	125.0	0.01
31	6000	400	125.0	0.1
0	6000	400	125.0	1.0
31	6000	500	1.0	0.001
16	6000	500	1.0	0.01
35	6000	500	1.0	0.1
0	6000	500	1.0	1.0
32	6000	500	5.0	0.001
15	6000	500	5.0	0.01
32	6000	500	5.0	0.1
0	6000	500	5.0	1.0
35	6000	500	25.0	0.001
32	6000	500	25.0	0.01
15	6000	500	25.0	0.1
16	6000	500	25.0	1.0
15	6000	500	125.0	0.001
36	6000	500	125.0	0.01
31	6000	500	125.0	0.1
0	6000	500	125.0	1.0
32	6000	600	1.0	0.001
15	6000	600	1.0	0.01
36	6000	600	1.0	0.1
0	6000	600	1.0	1.0
31	6000	600	5.0	0.001
32	6000	600	5.0	0.01
15	6000	600	5.0	0.1
16	6000	600	5.0	1.0
20	6000	600	25.0	0.001
31	6000	600	25.0	0.01
31	6000	600	25.0	0.1
0	6000	600	25.0	1.0
32	6000	600	125.0	0.001
30	6000	600	125.0	0.01
27	6000	600	125.0	0.1
6	6000	600	125.0	1.0
20	6000	700	1.0	0.001
31	6000	700	1.0	0.01
20	6000	700	1.0	0.1
0	6000	700	1.0	1.0
31	6000	700	5.0	0.001
32	6000	700	5.0	0.01
31	6000	700	5.0	0.1
0	6000	700	5.0	1.0
36	6000	700	25.0	0.001
15	6000	700	25.0	0.01
32	6000	700	25.0	0.1
0	6000	700	25.0	1.0
31	6000	700	125.0	0.001
37	6000	700	125.0	0.01
27	6000	700	125.0	0.1
7	6000	700	125.0	1.0
23	6000	800	1.0	0.001
15	6000	800	1.0	0.01
36	6000	800	1.0	0.1
0	6000	800	1.0	1.0
31	6000	800	5.0	0.001
31	6000	800	5.0	0.01
32	6000	800	5.0	0.1
4	6000	800	5.0	1.0
16	6000	800	25.0	0.001
31	6000	800	25.0	0.01
31	6000	800	25.0	0.1
0	6000	800	25.0	1.0
33	6000	800	125.0	0.001
19	6000	800	125.0	0.01
31	6000	800	125.0	0.1
0	6000	800	125.0	1.0
31	6000	900	1.0	0.001
16	6000	900	1.0	0.01
35	6000	900	1.0	0.1
0	6000	900	1.0	1.0
32	6000	900	5.0	0.001
31	6000	900	5.0	0.01
16	6000	900	5.0	0.1
17	6000	900	5.0	1.0
18	6000	900	25.0	0.001
31	6000	900	25.0	0.01
32	6000	900	25.0	0.1
0	6000	900	25.0	1.0
31	6000	900	125.0	0.001
28	6000	900	125.0	0.01
19	6000	900	125.0	0.1
0	6000	900	125.0	1.0
32	6000	1000	1.0	0.001
20	6000	1000	1.0	0.01
31	6000	1000	1.0	0.1
0	6000	1000	1.0	1.0
40	6000	1000	5.0	0.001
13	6000	1000	5.0	0.01
37	6000	1000	5.0	0.1
0	6000	1000	5.0	1.0
31	6000	1000	25.0	0.001
16	6000	1000	25.0	0.01
31	6000	1000	25.0	0.1
0	6000	1000	25.0	1.0
36	6000	1000	125.0	0.001
31	6000	1000	125.0	0.01
15	6000	1000	125.0	0.1
0	6000	1000	125.0	1.0
48	7000	100	1.0	0.001
19	7000	100	1.0	0.01
32	7000	100	1.0	0.1
0	7000	100	1.0	1.0
47	7000	100	5.0	0.001
20	7000	100	5.0	0.01
31	7000	100	5.0	0.1
16	7000	100	5.0	1.0
31	7000	100	25.0	0.001
32	7000	100	25.0	0.01
19	7000	100	25.0	0.1
16	7000	100	25.0	1.0
31	7000	100	125.0	0.001
31	7000	100	125.0	0.01
20	7000	100	125.0	0.1
0	7000	100	125.0	1.0
47	7000	200	1.0	0.001
31	7000	200	1.0	0.01
32	7000	200	1.0	0.1
4	7000	200	1.0	1.0
16	7000	200	5.0	0.001
47	7000	200	5.0	0.01
31	7000	200	5.0	0.1
0	7000	200	5.0	1.0
38	7000	200	25.0	0.001
29	7000	200	25.0	0.01
31	7000	200	25.0	0.1
0	7000	200	25.0	1.0
36	7000	200	125.0	0.001
31	7000	200	125.0	0.01
32	7000	200	125.0	0.1
0	7000	200	125.0	1.0
31	7000	300	1.0	0.001
35	7000	300	1.0	0.01
32	7000	300	1.0	0.1
0	7000	300	1.0	1.0
31	7000	300	5.0	0.001
36	7000	300	5.0	0.01
31	7000	300	5.0	0.1
0	7000	300	5.0	1.0
31	7000	300	25.0	0.001
31	7000	300	25.0	0.01
36	7000	300	25.0	0.1
0	7000	300	25.0	1.0
31	7000	300	125.0	0.001
32	7000	300	125.0	0.01
35	7000	300	125.0	0.1
0	7000	300	125.0	1.0
32	7000	400	1.0	0.001
31	7000	400	1.0	0.01
37	7000	400	1.0	0.1
4	7000	400	1.0	1.0
22	7000	400	5.0	0.001
31	7000	400	5.0	0.01
32	7000	400	5.0	0.1
0	7000	400	5.0	1.0
35	7000	400	25.0	0.001
32	7000	400	25.0	0.01
31	7000	400	25.0	0.1
16	7000	400	25.0	1.0
20	7000	400	125.0	0.001
31	7000	400	125.0	0.01
31	7000	400	125.0	0.1
16	7000	400	125.0	1.0
34	7000	500	1.0	0.001
27	7000	500	1.0	0.01
31	7000	500	1.0	0.1
0	7000	500	1.0	1.0
36	7000	500	5.0	0.001
31	7000	500	5.0	0.01
31	7000	500	5.0	0.1
0	7000	500	5.0	1.0
32	7000	500	25.0	0.001
35	7000	500	25.0	0.01
32	7000	500	25.0	0.1
0	7000	500	25.0	1.0
31	7000	500	125.0	0.001
37	7000	500	125.0	0.01
31	7000	500	125.0	0.1
0	7000	500	125.0	1.0
31	7000	600	1.0	0.001
31	7000	600	1.0	0.01
36	7000	600	1.0	0.1
0	7000	600	1.0	1.0
31	7000	600	5.0	0.001
32	7000	600	5.0	0.01
35	7000	600	5.0	0.1
0	7000	600	5.0	1.0
32	7000	600	25.0	0.001
31	7000	600	25.0	0.01
31	7000	600	25.0	0.1
17	7000	600	25.0	1.0
18	7000	600	125.0	0.001
31	7000	600	125.0	0.01
31	7000	600	125.0	0.1
16	7000	600	125.0	1.0
20	7000	700	1.0	0.001
31	7000	700	1.0	0.01
31	7000	700	1.0	0.1
16	7000	700	1.0	1.0
36	7000	700	5.0	0.001
31	7000	700	5.0	0.01
31	7000	700	5.0	0.1
0	7000	700	5.0	1.0
41	7000	700	25.0	0.001
32	7000	700	25.0	0.01
31	7000	700	25.0	0.1
0	7000	700	25.0	1.0
36	7000	700	125.0	0.001
31	7000	700	125.0	0.01
32	7000	700	125.0	0.1
0	7000	700	125.0	1.0
31	7000	800	1.0	0.001
36	7000	800	1.0	0.01
31	7000	800	1.0	0.1
0	7000	800	1.0	1.0
31	7000	800	5.0	0.001
36	7000	800	5.0	0.01
31	7000	800	5.0	0.1
0	7000	800	5.0	1.0
31	7000	800	25.0	0.001
32	7000	800	25.0	0.01
35	7000	800	25.0	0.1
0	7000	800	25.0	1.0
32	7000	800	125.0	0.001
31	7000	800	125.0	0.01
37	7000	800	125.0	0.1
0	7000	800	125.0	1.0
31	7000	900	1.0	0.001
31	7000	900	1.0	0.01
31	7000	900	1.0	0.1
17	7000	900	1.0	1.0
19	7000	900	5.0	0.001
31	7000	900	5.0	0.01
32	7000	900	5.0	0.1
15	7000	900	5.0	1.0
20	7000	900	25.0	0.001
47	7000	900	25.0	0.01
31	7000	900	25.0	0.1
0	7000	900	25.0	1.0
35	7000	900	125.0	0.001
32	7000	900	125.0	0.01
16	7000	900	125.0	0.1
0	7000	900	125.0	1.0
34	7000	1000	1.0	0.001
33	7000	1000	1.0	0.01
22	7000	1000	1.0	0.1
0	7000	1000	1.0	1.0
31	7000	1000	5.0	0.001
36	7000	1000	5.0	0.01
31	7000	1000	5.0	0.1
0	7000	1000	5.0	1.0
31	7000	1000	25.0	0.001
36	7000	1000	25.0	0.01
31	7000	1000	25.0	0.1
16	7000	1000	25.0	1.0
16	7000	1000	125.0	0.001
31	7000	1000	125.0	0.01
36	7000	1000	125.0	0.1
15	7000	1000	125.0	1.0
32	8000	100	1.0	0.001
31	8000	100	1.0	0.01
36	8000	100	1.0	0.1
0	8000	100	1.0	1.0
46	8000	100	5.0	0.001
32	8000	100	5.0	0.01
35	8000	100	5.0	0.1
0	8000	100	5.0	1.0
32	8000	100	25.0	0.001
46	8000	100	25.0	0.01
36	8000	100	25.0	0.1
0	8000	100	25.0	1.0
41	8000	100	125.0	0.001
24	8000	100	125.0	0.01
46	8000	100	125.0	0.1
3	8000	100	125.0	1.0
36	8000	200	1.0	0.001
35	8000	200	1.0	0.01
31	8000	200	1.0	0.1
0	8000	200	1.0	1.0
31	8000	200	5.0	0.001
49	8000	200	5.0	0.01
36	8000	200	5.0	0.1
3	8000	200	5.0	1.0
28	8000	200	25.0	0.001
36	8000	200	25.0	0.01
31	8000	200	25.0	0.1
16	8000	200	25.0	1.0
31	8000	200	125.0	0.001
37	8000	200	125.0	0.01
31	8000	200	125.0	0.1
0	8000	200	125.0	1.0
31	8000	300	1.0	0.001
52	8000	300	1.0	0.01
31	8000	300	1.0	0.1
0	8000	300	1.0	1.0
31	8000	300	5.0	0.001
47	8000	300	5.0	0.01
20	8000	300	5.0	0.1
16	8000	300	5.0	1.0
31	8000	300	25.0	0.001
31	8000	300	25.0	0.01
36	8000	300	25.0	0.1
0	8000	300	25.0	1.0
47	8000	300	125.0	0.001
31	8000	300	125.0	0.01
36	8000	300	125.0	0.1
0	8000	300	125.0	1.0
31	8000	400	1.0	0.001
47	8000	400	1.0	0.01
36	8000	400	1.0	0.1
0	8000	400	1.0	1.0
31	8000	400	5.0	0.001
47	8000	400	5.0	0.01
23	8000	400	5.0	0.1
0	8000	400	5.0	1.0
47	8000	400	25.0	0.001
31	8000	400	25.0	0.01
43	8000	400	25.0	0.1
4	8000	400	25.0	1.0
24	8000	400	125.0	0.001
49	8000	400	125.0	0.01
34	8000	400	125.0	0.1
0	8000	400	125.0	1.0
31	8000	500	1.0	0.001
32	8000	500	1.0	0.01
35	8000	500	1.0	0.1
0	8000	500	1.0	1.0
47	8000	500	5.0	0.001
31	8000	500	5.0	0.01
36	8000	500	5.0	0.1
0	8000	500	5.0	1.0
31	8000	500	25.0	0.001
47	8000	500	25.0	0.01
36	8000	500	25.0	0.1
0	8000	500	25.0	1.0
31	8000	500	125.0	0.001
47	8000	500	125.0	0.01
20	8000	500	125.0	0.1
16	8000	500	125.0	1.0
31	8000	600	1.0	0.001
31	8000	600	1.0	0.01
36	8000	600	1.0	0.1
16	8000	600	1.0	1.0
31	8000	600	5.0	0.001
43	8000	600	5.0	0.01
27	8000	600	5.0	0.1
0	8000	600	5.0	1.0
47	8000	600	25.0	0.001
31	8000	600	25.0	0.01
36	8000	600	25.0	0.1
0	8000	600	25.0	1.0
47	8000	600	125.0	0.001
31	8000	600	125.0	0.01
44	8000	600	125.0	0.1
6	8000	600	125.0	1.0
35	8000	700	1.0	0.001
36	8000	700	1.0	0.01
31	8000	700	1.0	0.1
0	8000	700	1.0	1.0
32	8000	700	5.0	0.001
51	8000	700	5.0	0.01
31	8000	700	5.0	0.1
0	8000	700	5.0	1.0
31	8000	700	25.0	0.001
50	8000	700	25.0	0.01
34	8000	700	25.0	0.1
0	8000	700	25.0	1.0
31	8000	700	125.0	0.001
31	8000	700	125.0	0.01
36	8000	700	125.0	0.1
16	8000	700	125.0	1.0
31	8000	800	1.0	0.001
43	8000	800	1.0	0.01
36	8000	800	1.0	0.1
0	8000	800	1.0	1.0
32	8000	800	5.0	0.001
35	8000	800	5.0	0.01
47	8000	800	5.0	0.1
0	8000	800	5.0	1.0
32	8000	800	25.0	0.001
35	8000	800	25.0	0.01
32	8000	800	25.0	0.1
15	8000	800	25.0	1.0
31	8000	800	125.0	0.001
39	8000	800	125.0	0.01
31	8000	800	125.0	0.1
0	8000	800	125.0	1.0
32	8000	900	1.0	0.001
35	8000	900	1.0	0.01
52	8000	900	1.0	0.1
4	8000	900	1.0	1.0
29	8000	900	5.0	0.001
36	8000	900	5.0	0.01
31	8000	900	5.0	0.1
16	8000	900	5.0	1.0
31	8000	900	25.0	0.001
36	8000	900	25.0	0.01
31	8000	900	25.0	0.1
15	8000	900	25.0	1.0
32	8000	900	125.0	0.001
35	8000	900	125.0	0.01
32	8000	900	125.0	0.1
15	8000	900	125.0	1.0
32	8000	1000	1.0	0.001
36	8000	1000	1.0	0.01
32	8000	1000	1.0	0.1
0	8000	1000	1.0	1.0
46	8000	1000	5.0	0.001
36	8000	1000	5.0	0.01
31	8000	1000	5.0	0.1
0	8000	1000	5.0	1.0
47	8000	1000	25.0	0.001
21	8000	1000	25.0	0.01
47	8000	1000	25.0	0.1
0	8000	1000	25.0	1.0
31	8000	1000	125.0	0.001
36	8000	1000	125.0	0.01
46	8000	1000	125.0	0.1
0	8000	1000	125.0	1.0
47	9000	100	1.0	0.001
36	9000	100	1.0	0.01
31	9000	100	1.0	0.1
0	9000	100	1.0	1.0
47	9000	100	5.0	0.001
47	9000	100	5.0	0.01
27	9000	100	5.0	0.1
0	9000	100	5.0	1.0
51	9000	100	25.0	0.001
31	9000	100	25.0	0.01
31	9000	100	25.0	0.1
16	9000	100	25.0	1.0
36	9000	100	125.0	0.001
31	9000	100	125.0	0.01
47	9000	100	125.0	0.1
0	9000	100	125.0	1.0
36	9000	200	1.0	0.001
47	9000	200	1.0	0.01
31	9000	200	1.0	0.1
0	9000	200	1.0	1.0
51	9000	200	5.0	0.001
31	9000	200	5.0	0.01
32	9000	200	5.0	0.1
15	9000	200	5.0	1.0
36	9000	200	25.0	0.001
47	9000	200	25.0	0.01
31	9000	200	25.0	0.1
0	9000	200	25.0	1.0
37	9000	200	125.0	0.001
47	9000	200	125.0	0.01
31	9000	200	125.0	0.1
16	9000	200	125.0	1.0
35	9000	300	1.0	0.001
32	9000	300	1.0	0.01
48	9000	300	1.0	0.1
3	9000	300	1.0	1.0
31	9000	300	5.0	0.001
46	9000	300	5.0	0.01
39	9000	300	5.0	0.1
5	9000	300	5.0	1.0
30	9000	300	25.0	0.001
47	9000	300	25.0	0.01
36	9000	300	25.0	0.1
0	9000	300	25.0	1.0
46	9000	300	125.0	0.001
32	9000	300	125.0	0.01
35	9000	300	125.0	0.1
0	9000	300	125.0	1.0
47	9000	400	1.0	0.001
31	9000	400	1.0	0.01
36	9000	400	1.0	0.1
16	9000	400	1.0	1.0
31	9000	400	5.0	0.001
50	9000	400	5.0	0.01
33	9000	400	5.0	0.1
0	9000	400	5.0	1.0
47	9000	400	25.0	0.001
35	9000	400	25.0	0.01
31	9000	400	25.0	0.1
0	9000	400	25.0	1.0
47	9000	400	125.0	0.001
36	9000	400	125.0	0.01
31	9000	400	125.0	0.1
16	9000	400	125.0	1.0
31	9000	500	1.0	0.001
53	9000	500	1.0	0.01
31	9000	500	1.0	0.1
0	9000	500	1.0	1.0
47	9000	500	5.0	0.001
35	9000	500	5.0	0.01
32	9000	500	5.0	0.1
0	9000	500	5.0	1.0
54	9000	500	25.0	0.001
34	9000	500	25.0	0.01
31	9000	500	25.0	0.1
0	9000	500	25.0	1.0
52	9000	500	125.0	0.001
31	9000	500	125.0	0.01
47	9000	500	125.0	0.1
0	9000	500	125.0	1.0
35	9000	600	1.0	0.001
47	9000	600	1.0	0.01
32	9000	600	1.0	0.1
0	9000	600	1.0	1.0
51	9000	600	5.0	0.001
31	9000	600	5.0	0.01
47	9000	600	5.0	0.1
5	9000	600	5.0	1.0
31	9000	600	25.0	0.001
47	9000	600	25.0	0.01
35	9000	600	25.0	0.1
0	9000	600	25.0	1.0
47	9000	600	125.0	0.001
31	9000	600	125.0	0.01
36	9000	600	125.0	0.1
16	9000	600	125.0	1.0
31	9000	700	1.0	0.001
47	9000	700	1.0	0.01
37	9000	700	1.0	0.1
0	9000	700	1.0	1.0
47	9000	700	5.0	0.001
31	9000	700	5.0	0.01
36	9000	700	5.0	0.1
15	9000	700	5.0	1.0
31	9000	700	25.0	0.001
51	9000	700	25.0	0.01
22	9000	700	25.0	0.1
16	9000	700	25.0	1.0
31	9000	700	125.0	0.001
52	9000	700	125.0	0.01
31	9000	700	125.0	0.1
0	9000	700	125.0	1.0
50	9000	800	1.0	0.001
32	9000	800	1.0	0.01
31	9000	800	1.0	0.1
15	9000	800	1.0	1.0
36	9000	800	5.0	0.001
31	9000	800	5.0	0.01
47	9000	800	5.0	0.1
0	9000	800	5.0	1.0
36	9000	800	25.0	0.001
47	9000	800	25.0	0.01
31	9000	800	25.0	0.1
0	9000	800	25.0	1.0
51	9000	800	125.0	0.001
32	9000	800	125.0	0.01
47	9000	800	125.0	0.1
0	9000	800	125.0	1.0
35	9000	900	1.0	0.001
47	9000	900	1.0	0.01
31	9000	900	1.0	0.1
16	9000	900	1.0	1.0
37	9000	900	5.0	0.001
31	9000	900	5.0	0.01
50	9000	900	5.0	0.1
1	9000	900	5.0	1.0
32	9000	900	25.0	0.001
47	9000	900	25.0	0.01
43	9000	900	25.0	0.1
4	9000	900	25.0	1.0
25	9000	900	125.0	0.001
51	9000	900	125.0	0.01
31	9000	900	125.0	0.1
0	9000	900	125.0	1.0
47	9000	1000	1.0	0.001
36	9000	1000	1.0	0.01
47	9000	1000	1.0	0.1
0	9000	1000	1.0	1.0
31	9000	1000	5.0	0.001
51	9000	1000	5.0	0.01
32	9000	1000	5.0	0.1
0	9000	1000	5.0	1.0
46	9000	1000	25.0	0.001
36	9000	1000	25.0	0.01
47	9000	1000	25.0	0.1
0	9000	1000	25.0	1.0
50	9000	1000	125.0	0.001
35	9000	1000	125.0	0.01
31	9000	1000	125.0	0.1
0	9000	1000	125.0	1.0
51	10000	100	1.0	0.001
47	10000	100	1.0	0.01
31	10000	100	1.0	0.1
0	10000	100	1.0	1.0
52	10000	100	5.0	0.001
47	10000	100	5.0	0.01
31	10000	100	5.0	0.1
0	10000	100	5.0	1.0
51	10000	100	25.0	0.001
50	10000	100	25.0	0.01
35	10000	100	25.0	0.1
5	10000	100	25.0	1.0
29	10000	100	125.0	0.001
52	10000	100	125.0	0.01
31	10000	100	125.0	0.1
0	10000	100	125.0	1.0
47	10000	200	1.0	0.001
51	10000	200	1.0	0.01
31	10000	200	1.0	0.1
0	10000	200	1.0	1.0
58	10000	200	5.0	0.001
47	10000	200	5.0	0.01
31	10000	200	5.0	0.1
0	10000	200	5.0	1.0
52	10000	200	25.0	0.001
31	10000	200	25.0	0.01
49	10000	200	25.0	0.1
2	10000	200	25.0	1.0
32	10000	200	125.0	0.001
46	10000	200	125.0	0.01
37	10000	200	125.0	0.1
0	10000	200	125.0	1.0
47	10000	300	1.0	0.001
47	10000	300	1.0	0.01
36	10000	300	1.0	0.1
15	10000	300	1.0	1.0
32	10000	300	5.0	0.001
58	10000	300	5.0	0.01
30	10000	300	5.0	0.1
0	10000	300	5.0	1.0
47	10000	300	25.0	0.001
53	10000	300	25.0	0.01
22	10000	300	25.0	0.1
16	10000	300	25.0	1.0
36	10000	300	125.0	0.001
47	10000	300	125.0	0.01
31	10000	300	125.0	0.1
0	10000	300	125.0	1.0
51	10000	400	1.0	0.001
47	10000	400	1.0	0.01
31	10000	400	1.0	0.1
0	10000	400	1.0	1.0
52	10000	400	5.0	0.001
46	10000	400	5.0	0.01
36	10000	400	5.0	0.1
0	10000	400	5.0	1.0
47	10000	400	25.0	0.001
47	10000	400	25.0	0.01
36	10000	400	25.0	0.1
0	10000	400	25.0	1.0
47	10000	400	125.0	0.001
47	10000	400	125.0	0.01
35	10000	400	125.0	0.1
0	10000	400	125.0	1.0
47	10000	500	1.0	0.001
36	10000	500	1.0	0.01
47	10000	500	1.0	0.1
0	10000	500	1.0	1.0
47	10000	500	5.0	0.001
34	10000	500	5.0	0.01
47	10000	500	5.0	0.1
0	10000	500	5.0	1.0
50	10000	500	25.0	0.001
42	10000	500	25.0	0.01
31	10000	500	25.0	0.1
0	10000	500	25.0	1.0
51	10000	500	125.0	0.001
47	10000	500	125.0	0.01
32	10000	500	125.0	0.1
0	10000	500	125.0	1.0
51	10000	600	1.0	0.001
31	10000	600	1.0	0.01
50	10000	600	1.0	0.1
2	10000	600	1.0	1.0
46	10000	600	5.0	0.001
47	10000	600	5.0	0.01
36	10000	600	5.0	0.1
0	10000	600	5.0	1.0
47	10000	600	25.0	0.001
49	10000	600	25.0	0.01
33	10000	600	25.0	0.1
0	10000	600	25.0	1.0
47	10000	600	125.0	0.001
40	10000	600	125.0	0.01
47	10000	600	125.0	0.1
0	10000	600	125.0	1.0
50	10000	700	1.0	0.001
33	10000	700	1.0	0.01
47	10000	700	1.0	0.1
0	10000	700	1.0	1.0
45	10000	700	5.0	0.001
46	10000	700	5.0	0.01
32	10000	700	5.0	0.1
20	10000	700	5.0	1.0
41	10000	700	25.0	0.001
47	10000	700	25.0	0.01
35	10000	700	25.0	0.1
0	10000	700	25.0	1.0
47	10000	700	125.0	0.001
52	10000	700	125.0	0.01
31	10000	700	125.0	0.1
0	10000	700	125.0	1.0
47	10000	800	1.0	0.001
51	10000	800	1.0	0.01
47	10000	800	1.0	0.1
0	10000	800	1.0	1.0
48	10000	800	5.0	0.001
34	10000	800	5.0	0.01
32	10000	800	5.0	0.1
15	10000	800	5.0	1.0
36	10000	800	25.0	0.001
47	10000	800	25.0	0.01
31	10000	800	25.0	0.1
16	10000	800	25.0	1.0
35	10000	800	125.0	0.001
47	10000	800	125.0	0.01
32	10000	800	125.0	0.1
18	10000	800	125.0	1.0
33	10000	900	1.0	0.001
47	10000	900	1.0	0.01
36	10000	900	1.0	0.1
15	10000	900	1.0	1.0
32	10000	900	5.0	0.001
61	10000	900	5.0	0.01
28	10000	900	5.0	0.1
